ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto",¿Existencias?,Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1","Nombre del atributo 2","Valor(es) del atributo 2","Atributo visible 2","Atributo global 2","Nombre del atributo 3","Valor(es) del atributo 3","Atributo visible 3","Atributo global 3","Meta: shopengine_product_views_count","Meta: fb_product_item_id","Meta: fb_visibility","Meta: _shop_swatches","Meta: _wc_facebook_sync_enabled","Meta: fb_product_description","Meta: fb_rich_text_description","Meta: _wc_facebook_product_image_source","Meta: fb_brand","Meta: fb_mpn","Meta: fb_size","Meta: fb_color","Meta: fb_material","Meta: fb_pattern","Meta: fb_age_group","Meta: fb_gender","Meta: fb_product_condition","Meta: _aioseo_og_article_section","Meta: fb_product_group_id","Nombre del atributo 4","Valor(es) del atributo 4","Atributo visible 4","Atributo global 4","Meta: _wp_old_date","Meta: _aioseo_title","Meta: _aioseo_description"
2000100493663,simple,,"ACETATO SUBLIMADO",1,0,hidden,"95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Sublimado es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>",,,taxable,,0,,,0,0,,,,,1,,,12000,"ACETATO SUBLIMADO, MODA CASUAL, PIJAMAS, SUBLIMADOS","ACETATO SUBLIMADO",,http://admin.telasreal.com/wp-content/uploads/2025/02/Sublimado.jpg,,,,,,,,,0,Ancho,"1.55 metros",1,1,Composición,"95% Poliester / 5% Spandex",1,1,Elasticidad,Alta,1,1,62,9673626252756865,no,no,yes,,,product,,,,,,,,,,,,,,,,
2000100493664,simple,,"ACETATO AZUL CIELO C#45",1,0,visible,"95% POLIÉSTER/ 5% SPANDEX","Nuestra tela Acetato Azul Cielo es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.
\n
\nCuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.
\n
\n<strong>Ideal para:</strong> blusas, palazzos, camisetas, enterizos, vestidos y faldas.",,,taxable,,1,,,0,0,,,,,1,,6500,8000,"ACETATO UNICOLOR, Azules, MODA CASUAL, Ofertas, PIJAMAS, UNICOLOR","ACETATO UNICOLOR",,"http://admin.telasreal.com/wp-content/uploads/2025/02/AZUL-CIELO-1.jpg, http://admin.telasreal.com/wp-content/uploads/2025/02/AZUL-CIELO-2.jpg",,,,,,,,,0,Ancho,"1.55 metros",1,1,Composición,"95% Poliester / 5% Spandex",1,1,Elasticidad,Alta,1,1,503,9655031804612418,yes,no,yes,,,product,,,,,,,,,,,,,,,,
2000100493665,simple,,"ACETATO AZUL OSCURO C#21",1,0,hidden,"95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Azul Oscuro es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>",,,taxable,,0,,,0,0,,,,,1,,6500,8000,"ACETATO UNICOLOR, Azules, MODA CASUAL, Ofertas, Oscuros, PIJAMAS, UNICOLOR","ACETATO UNICOLOR",,"http://admin.telasreal.com/wp-content/uploads/2025/02/Azul-Oscuro-1.jpg, http://admin.telasreal.com/wp-content/uploads/2025/02/AZUL-OSCURO-2.jpg",,,,,,,,,0,Ancho,"1.55 metros",1,1,Composición,"95% Poliester / 5% Spandex",1,1,Elasticidad,Alta,1,1,13,24523127030620636,no,no,yes,,,product,,,,,,,,,,,,,,,,
2000100493666,simple,,"ACETATO AZUL REY C#19",1,0,visible,"95% POLIÉSTER/ 5% SPANDEX","Nuestra tela Acetato Azul Rey es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.
\n
\nCuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.
\n
\n<strong>Ideal para:</strong> blusas, palazzos, camisetas, enterizos, vestidos y faldas.",,,taxable,,1,,,0,0,,,,,1,,6500,8000,"ACETATO UNICOLOR, Azules, MODA CASUAL, Ofertas, PIJAMAS, UNICOLOR","ACETATO UNICOLOR",,"http://admin.telasreal.com/wp-content/uploads/2025/02/AZUL-REY-3.jpg, http://admin.telasreal.com/wp-content/uploads/2025/02/AZUL-REY-3.jpg",,,,,,,,,0,Ancho,"1.55 metros",1,1,Composición,"95% Poliester / 5% Spandex",1,1,Elasticidad,Alta,1,1,123,9719379541475037,yes,no,yes,,,product,,,,,,,,,,,,,,,,
2000100493667,simple,,"ACETATO BLANCO C#24",1,0,hidden,"95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Blanco es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>",,"2025-02-11 23:59:59",taxable,,0,,,0,0,,,,,1,,,8000,"ACETATO UNICOLOR, Claros, MODA CASUAL, PIJAMAS, UNICOLOR","ACETATO UNICOLOR",,"http://admin.telasreal.com/wp-content/uploads/2025/02/BLANCO-25.jpg, http://admin.telasreal.com/wp-content/uploads/2025/02/BLANCO-26.jpg",,,,,,,,,0,Ancho,"1.55 metros",1,1,Composición,"95% Poliester / 5% Spandex",1,1,Elasticidad,Alta,1,1,208,30076068911992698,yes,no,yes,,,product,,,,,,,,,,,,,,,,
2000100493668,simple,,"ACETATO CORAL C#8",1,0,hidden,"95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Coral es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>",,,taxable,,0,,,0,0,,,,,1,,6500,8000,"ACETATO UNICOLOR, MODA CASUAL, Ofertas, PIJAMAS, Rojos, UNICOLOR","ACETATO UNICOLOR",,"http://admin.telasreal.com/wp-content/uploads/2025/02/CORAL-6.jpg, http://admin.telasreal.com/wp-content/uploads/2025/02/CORAL-7.jpg",,,,,,,,,0,Ancho,"1.55 metros",1,1,Composición,"95% Poliester / 5% Spandex",1,1,Elasticidad,Alta,1,1,18,9562982483738969,no,no,yes,,,product,,,,,,,,,,,,,,,,
2000100493669,simple,,"ACETATO CRUDO PFD",1,0,visible,"95% POLIÉSTER/ 5% SPANDEX","Nuestra tela Acetato Crudo PFD es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.
\n
\nCuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.
\n
\n<strong>Ideal para:</strong> blusas, palazzos, camisetas, enterizos, vestidos y faldas.",,,taxable,,1,,,0,0,,,,,1,,6500,8000,"ACETATO UNICOLOR, Claros, MODA CASUAL, Ofertas, PIJAMAS, UNICOLOR","ACETATO UNICOLOR",,"http://admin.telasreal.com/wp-content/uploads/2025/02/CRUDO-2.jpg, http://admin.telasreal.com/wp-content/uploads/2025/02/CRUDO-3.jpg",,,,,,,,,0,Ancho,"1.55 metros",1,1,Composición,"95% Poliester / 5% Spandex",1,1,Elasticidad,Alta,1,1,224,9755479084569395,yes,no,yes,,,product,,,,,,,,,,,,,,,,
2000100493670,simple,,"ACETATO FUCSIA C# 9",1,0,hidden,"95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Fucsia es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>",,,taxable,,0,,,0,0,,,,,1,,6500,8000,"ACETATO UNICOLOR, MODA CASUAL, Ofertas, PIJAMAS, Rosados, UNICOLOR","ACETATO UNICOLOR",,"http://admin.telasreal.com/wp-content/uploads/2025/02/FUCSIA-15.jpg, http://admin.telasreal.com/wp-content/uploads/2025/02/FUCSIA-16.jpg",,,,,,,,,0,Ancho,"1.55 metros",1,1,Composición,"95% Poliester / 5% Spandex",1,1,Elasticidad,Alta,1,1,9,9386165824838203,no,no,yes,,,product,,,,,,,,,,,,,,,,
2000100493671,simple,,"ACETATO GRIS CLARO C#54",1,0,hidden,"95% POLIÉSTER/ 5% SPANDEX","<span style=""font-weight: 400;"">Nuestra tela Acetato Gris Claro es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.</span>
\n
\n<span style=""font-weight: 400;"">Cuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.</span>
\n
\n<b>Ideal para:</b><span style=""font-weight: 400;""> blusas, palazzos, camisetas, enterizos, vestidos y faldas.</span>",,,taxable,,0,,,0,0,,,,,1,,6500,8000,"ACETATO UNICOLOR, Claros, MODA CASUAL, Ofertas, PIJAMAS, UNICOLOR","ACETATO UNICOLOR",,"http://admin.telasreal.com/wp-content/uploads/2025/02/GRIS-CLARO-3.jpg, http://admin.telasreal.com/wp-content/uploads/2025/02/GRIS-CLARO-4.jpg",,,,,,,,,0,Ancho,"1.55 metros",1,1,Composición,"95% Poliester / 5% Spandex",1,1,Elasticidad,Alta,1,1,80,9553585518091363,yes,no,yes,,,product,,,,,,,,,,,,,,,,
2000100493672,simple,,"ACETATO GRIS OSCURO C#46",1,0,visible,"95% POLIÉSTER/ 5% SPANDEX","Nuestra tela Acetato Gris Oscuro es un tejido de punto de excelente calidad, ideal para la confección de prendas cómodas y frescas. Su suavidad al tacto y acabado ligero brindan confort y una apariencia fluida, perfecta para colecciones casuales y femeninas.
\n
\nCuenta con un ancho de 1.55 metros y un gramaje de 210 g/m², ofreciendo un balance ideal entre ligereza y resistencia, con mayor rendimiento. Gracias a su composición 95% poliéster y 5% spandex, es una tela fresca, flexible y de fácil mantenimiento: no se encoge, es de secado rápido, fácil lavado y de alta durabilidad, conservando su forma y calidad con el uso.
\n
\n<strong>Ideal para:</strong> blusas, palazzos, camisetas, enterizos, vestidos y faldas.",,,taxable,,1,,,0,0,,,,,1,,6500,8000,"ACETATO UNICOLOR, MODA CASUAL, Ofertas, Oscuros, PIJAMAS, UNICOLOR","ACETATO UNICOLOR",,"http://admin.telasreal.com/wp-content/uploads/2025/02/GRIS-OSCURO-4.jpg, http://admin.telasreal.com/wp-content/uploads/2025/02/GRIS-OSCURO-5.jpg",,,,,,,,,0,Ancho,"1.55 metros",1,1,Composición,"95% Poliester / 5% Spandex",1,1,Elasticidad,Alta,1,1,9,9456114817818835,no,no,yes,,,product,,,,,,,,,,,,,,,,
